"agelow","agehigh","emot1-value","emot1-cofindence","emot2-value","emot2-cofindence","gender","gender-cofindence","smile","smile-cofindence","eyeglasses","eyeglasses-cofindence","beard","beard-cofindence","mustache","mustache-cofindence","uploadtime"
"1","7","CALM","95.53883","SAD","3.5882308","Female","99.28724","false","98.908134","false","99.87281","false","99.19010925292969","false","99.81752","2021-11-28 13:44:54.381"
"33","49","SAD","80.75539","CALM","15.626025","Male","63.548573","false","96.27227","false","88.393745","false","88.99943542480469","false","97.94223","2021-11-28 14:24:10.464"
"32","48","CALM","84.9481","HAPPY","6.7576222","Male","99.99126","false","87.93402","true","95.90214","false","82.29329681396484","false","97.939026","2021-11-28 14:22:07.110"
"14","22","HAPPY","95.736855","SURPRISED","7.144981","Female","99.99944","true","89.680664","false","97.16872","false","89.43273162841797","false","97.86508","2022-05-13 13:54:28.534"
"23","35","CALM","91.29403","HAPPY","6.4962506","Male","50.649338","false","92.75748","true","87.79722","false","87.83930206298828","false","97.41926","2021-11-28 14:17:37.323"
"15","27","CALM","77.88679","SAD","17.701466","Female","50.95604","false","99.148674","true","72.909935","false","86.73258209228516","false","97.60971","2021-11-28 13:44:54.381"
"4","12","CALM","61.976345","HAPPY","25.612724","Female","97.02643","false","77.82644","false","96.4575","false","98.9432601928711","false","99.48965","2021-11-28 13:45:25.341"
"22","34","FEAR","52.528908","CALM","17.476583","Female","94.55726","false","83.40714","false","92.91407","false","94.50377655029297","false","97.241844","2021-11-28 14:24:10.464"
"18","24","CALM","91.530655","CONFUSED","3.7685297","Female","99.97872","false","94.648895","true","98.89272","false","91.5676040649414","false","96.15553","2022-04-12 09:46:34.881"
"14","26","CALM","96.108185","SAD","1.1689278","Female","99.832794","false","98.34967","false","99.47765","false","99.82431030273438","false","99.90421","2021-11-30 14:32:11.684"
"31","47","SURPRISED","89.67948","FEAR","5.8589616","Male","99.58278","false","95.18193","true","98.0572","false","67.68500518798828","false","95.95082","2021-11-28 14:22:45.713"
"45","63","HAPPY","25.142595","SURPRISED","19.152323","Male","99.261055","false","68.25762","false","99.80274","false","62.1361083984375","false","93.35072","2021-11-30 14:32:50.406"
"23","31","CALM","86.17363","SAD","9.722016","Female","90.461586","false","91.658455","false","91.179016","false","85.73413848876953","false","96.52952","2022-04-15 13:47:51.485"
"39","57","SAD","92.09129","HAPPY","2.2420197","Male","96.64912","false","77.10926","false","98.74767","false","64.27306365966797","false","93.96055","2021-11-28 13:45:25.341"
"38","56","CALM","93.72536","SAD","4.934069","Female","53.619366","false","99.83094","false","74.28566","false","82.44892120361328","false","97.69901","2021-11-28 14:17:00.115"
"22","34","HAPPY","99.768234","CALM","0.17086123","Male","55.039127","true","95.82206","false","82.44468","false","85.61964416503906","false","98.13257","2021-11-28 14:17:37.323"
"2","10","FEAR","49.697132","SAD","33.543182","Female","67.64821","false","86.734436","false","89.64069","false","82.94376373291016","false","92.81056","2022-04-01 15:53:56.491"
"10","20","CALM","72.94665","FEAR","14.402429","Female","97.86195","false","97.588196","false","98.55693","false","97.79198455810547","false","99.37413","2021-12-28 15:40:01.409"
"33","49","HAPPY","99.87854","SURPRISED","0.043742128","Male","98.539406","true","99.78956","true","99.073395","false","95.92654418945312","false","99.24284","2021-12-28 15:40:17.515"
"6","16","SAD","70.19565","CALM","26.183218","Female","72.724174","false","95.46129","false","91.93482","false","86.9266128540039","false","93.262924","2022-04-01 15:53:56.491"
"19","31","CALM","98.47269","SAD","0.50082535","Male","91.51264","false","97.48547","false","98.34682","false","89.65289306640625","false","98.504196","2021-11-30 14:32:11.684"
"2","10","SAD","99.785545","CALM","0.07375808","Female","91.05433","false","90.3924","false","88.91536","false","77.02057647705078","false","91.50471","2022-03-04 14:25:09.609"
"42","60","HAPPY","99.193115","CALM","0.52439606","Male","99.62164","true","95.62497","true","99.70034","false","93.68858337402344","false","99.00342","2021-12-28 15:40:17.515"
"33","49","SAD","81.71227","HAPPY","10.177931","Female","90.34674","false","59.554966","false","96.242775","false","90.03514099121094","false","97.13835","2021-11-28 13:41:12.973"
"24","38","SAD","63.6674","CALM","26.019028","Female","94.23389","false","89.72172","false","93.235306","false","96.71898651123047","false","98.90627","2021-11-28 13:45:03.302"
"12","22","CALM","88.58257","HAPPY","4.9172325","Female","57.303448","false","92.40724","false","64.71125","false","90.26918029785156","false","97.35579","2021-11-28 14:17:37.323"
"54","62","SAD","41.94923","FEAR","31.375355","Female","98.99624","false","89.62486","true","90.79312","false","78.85746002197266","false","92.73167","2022-03-04 14:21:58.355"
"23","35","HAPPY","61.76956","SURPRISED","31.593132","Female","99.00162","true","96.85997","false","91.03256","false","99.23406982421875","false","99.66553","2021-11-30 14:32:11.684"
"22","34","CALM","68.05542","SURPRISED","14.034775","Male","97.72526","false","86.38277","true","99.025856","true","85.1239013671875","false","76.30676","2021-11-28 13:41:46.596"
"20","32","CALM","55.786907","DISGUSTED","23.290676","Male","90.93978","false","88.96504","true","99.74807","false","93.63487243652344","false","98.50671","2021-11-28 14:16:48.250"
"48","54","CALM","97.72809","SURPRISED","6.2755594","Male","99.97181","false","94.53432","false","97.52632","false","92.52120208740234","false","97.97567","2022-05-13 13:54:58.818"
"10","18","SAD","99.335846","DISGUSTED","0.29719734","Male","99.093605","false","89.27662","false","92.982346","false","79.14834594726562","false","92.27737","2022-03-04 14:21:58.355"
"22","34","SAD","78.96936","CALM","17.484314","Male","91.382","false","98.58275","false","78.73857","false","72.72230529785156","false","96.99149","2021-11-28 13:44:54.381"
"43","51","CALM","43.29083","HAPPY","19.347458","Male","83.21755","false","87.2559","true","99.99999","false","68.78028869628906","false","95.4488","2022-05-13 13:55:18.690"
"19","31","SAD","63.55574","CALM","35.73526","Female","81.94627","false","99.82916","false","97.943886","false","93.32879638671875","false","98.95841","2021-11-28 13:38:47.676"
"22","34","HAPPY","58.836746","CALM","32.97825","Male","98.78776","true","62.644405","true","99.255905","false","91.50538635253906","false","98.42756","2021-11-28 13:26:30.473"
"22","34","HAPPY","51.151962","CALM","16.045042","Male","89.92537","false","61.54753","true","97.568985","false","80.93019104003906","false","97.90242","2021-11-30 14:33:45.957"
"23","37","SAD","85.69014","FEAR","10.578282","Male","64.79248","false","83.82388","true","83.90718","false","80.58536529541016","false","94.94467","2021-11-28 14:19:50.685"
"23","37","SAD","83.22633","CALM","15.595018","Male","99.83825","false","99.63694","false","93.75293","false","66.68377685546875","false","97.37847","2021-11-28 14:22:08.741"
"26","36","HAPPY","48.5647","SURPRISED","45.26023","Male","99.964806","true","69.855225","false","99.013794","false","87.30442810058594","false","96.63694","2022-02-16 09:17:21.989"
"16","28","CALM","45.31684","HAPPY","15.36258","Female","57.24601","false","83.458954","true","65.41543","false","93.67163848876953","false","98.52242","2021-12-28 15:40:01.409"
"27","43","SAD","77.99728","CALM","21.052246","Male","62.74486","false","99.19113","false","98.26959","false","86.77629089355469","false","97.80507","2021-11-29 13:13:20.910"
"13","23","SAD","93.2887","CALM","6.0074177","Female","55.183094","false","96.51811","false","96.237495","false","86.2737045288086","false","97.95464","2021-11-28 14:22:45.713"
"11","21","CALM","91.089","SAD","3.5804982","Female","99.03371","false","94.26353","true","99.33289","false","99.41686248779297","false","99.63805","2021-11-28 14:16:48.250"
"13","21","CALM","74.6653","SAD","13.245733","Female","99.935326","false","89.327065","false","97.92765","false","95.74970245361328","false","97.86768","2022-04-12 13:49:53.106"
"16","24","CALM","78.4733","SAD","4.684386","Female","99.84653","false","95.29575","false","92.22479","false","90.5828857421875","false","97.20332","2022-04-15 13:47:51.485"
"19","31","CALM","56.494476","SURPRISED","11.152976","Male","99.14146","false","86.15323","true","75.71087","false","78.242919921875","false","96.01342","2021-11-28 13:41:28.800"
"6","14","FEAR","52.80055","SAD","13.8189945","Female","99.783905","false","81.18198","false","95.26844","false","90.25223541259766","false","96.429375","2022-03-04 14:21:58.355"
"5","15","SAD","67.94281","CALM","16.388521","Female","89.5952","false","87.40773","false","50.194084","false","95.4342041015625","false","98.998436","2021-11-28 13:44:54.381"
"12","20","SAD","53.446163","CALM","35.077477","Female","65.74604","false","98.021","true","69.437325","false","92.45770263671875","false","97.43127","2022-03-04 14:21:58.355"
"19","31","CALM","98.93281","SURPRISED","0.5564959","Male","92.92482","false","98.89691","false","98.94745","false","88.47335815429688","false","98.51329","2021-11-30 14:32:11.684"
"26","42","CALM","97.10606","HAPPY","0.7561502","Male","93.166756","false","96.31736","true","78.76167","false","91.64857482910156","false","98.12067","2021-11-28 13:27:44.122"
"13","23","CALM","89.330696","HAPPY","7.9166293","Male","69.732155","false","92.06597","false","99.6602","false","89.01287078857422","false","98.41852","2021-11-28 14:17:37.323"
"12","22","HAPPY","98.46674","CALM","0.6666994","Female","97.1428","true","92.94287","false","94.22787","false","98.77667236328125","false","99.63646","2021-11-28 13:38:47.676"
"13","23","CALM","98.62709","SURPRISED","0.57158524","Male","98.98664","false","99.01896","true","73.848305","false","88.24613952636719","false","97.60691","2021-11-28 13:44:54.381"
"16","22","CALM","84.446785","HAPPY","9.727552","Female","54.51248","false","86.951744","false","64.62389","false","81.67721557617188","false","95.2781","2022-04-15 13:47:51.485"
"28","38","HAPPY","48.596573","CONFUSED","22.325005","Male","99.93365","false","62.9247","true","79.55729","false","86.80595397949219","false","96.24511","2022-04-12 13:49:53.106"
"31","47","SAD","51.56248","CALM","29.449486","Female","63.693897","false","79.1554","false","90.07671","false","77.21964263916016","false","93.121185","2021-11-30 14:32:05.963"
"27","37","CONFUSED","70.14942","CALM","22.848412","Male","99.98905","false","95.59404","true","61.26071","false","86.78645324707031","false","95.11451","2022-04-12 09:46:26.673"
"41","59","CALM","88.07396","DISGUSTED","6.244134","Female","86.97089","false","88.98002","false","57.574688","false","90.72240447998047","false","97.751366","2021-11-28 13:45:25.341"
"27","43","HAPPY","99.700386","SURPRISED","0.14197767","Male","99.56624","true","99.79195","false","99.838745","false","86.3998794555664","false","98.95067","2021-11-28 13:30:35.433"
"12","22","CALM","97.06844","SAD","0.94824505","Female","99.50527","false","98.849846","false","99.34607","false","99.5542221069336","false","99.83078","2021-11-28 14:20:42.350"
"18","30","CALM","59.83533","ANGRY","18.806639","Male","94.67507","false","89.74031","false","87.12233","false","54.30047607421875","false","86.57106","2021-11-28 13:41:12.973"
"12","22","CALM","97.58696","HAPPY","1.3776976","Male","97.418274","false","96.30886","true","66.09622","false","80.98958587646484","false","96.309326","2021-11-28 14:17:37.323"
"14","26","CALM","85.530045","HAPPY","12.210994","Female","91.48946","false","89.670815","false","98.651436","false","95.87799835205078","false","98.85417","2021-11-28 14:17:37.323"
"27","37","SAD","79.270294","CALM","9.9066925","Female","86.693855","false","92.43639","false","76.06435","false","83.27949523925781","false","93.909874","2022-04-01 15:53:56.491"
"26","42","HAPPY","99.6594","SURPRISED","0.14224242","Male","99.411644","true","99.07425","false","99.46297","false","84.07382202148438","false","98.50901","2021-11-30 14:33:45.957"
"13","23","SAD","75.93739","FEAR","8.103673","Female","95.074","false","98.244026","true","91.33531","false","97.13784790039062","false","99.02496","2021-11-28 13:42:32.203"
"13","21","CALM","78.62382","SAD","14.675936","Male","99.00545","false","97.814644","false","87.3891","false","79.86540222167969","false","92.597206","2022-03-04 14:21:58.355"
"22","30","SAD","82.33223","CALM","6.8846316","Male","99.98566","false","93.55414","false","97.10109","false","78.58013153076172","false","93.75411","2022-04-01 15:53:56.491"
"11","21","SAD","66.25717","CALM","21.538784","Female","74.53911","false","97.57731","false","84.057304","false","87.5729751586914","false","96.55746","2021-11-28 13:45:18.223"
"15","27","FEAR","99.3258","CALM","0.33916348","Female","86.61989","false","93.41362","true","61.290752","false","95.3762435913086","false","98.574776","2021-11-28 14:14:27.689"
"31","47","CALM","64.99712","FEAR","12.550569","Male","94.434685","false","93.40086","false","94.89646","false","75.80842590332031","false","96.234146","2021-11-28 14:17:16.587"
"12","22","CALM","53.518284","HAPPY","38.415306","Male","97.65263","false","75.01137","false","96.22597","false","80.92786407470703","false","97.08433","2021-11-28 14:17:37.323"
"16","28","HAPPY","97.41243","CALM","1.4036214","Male","98.87013","true","68.99641","false","99.93822","false","70.37349700927734","false","98.15939","2021-11-30 14:33:45.957"
"15","27","HAPPY","91.88352","CALM","7.291256","Male","81.25808","true","72.70507","true","94.358406","false","79.65139770507812","false","96.02014","2021-11-28 14:17:37.323"
"22","34","CALM","98.57129","ANGRY","0.5441633","Male","83.46007","false","98.004906","false","98.49864","false","86.13160705566406","false","97.979095","2021-11-28 14:17:37.323"
"16","24","SAD","92.89641","CALM","54.67211","Male","89.58266","false","94.828575","true","62.33543","false","82.66462707519531","false","96.94672","2022-05-13 13:54:45.813"
"23","31","CONFUSED","86.55038","CALM","7.4053035","Male","99.98911","false","97.31868","false","83.765045","false","77.1097183227539","false","92.14451","2022-04-12 13:52:12.988"
"12","22","HAPPY","98.10708","CALM","0.92673016","Female","98.992195","true","89.93024","false","98.01937","false","99.27584075927734","false","99.76897","2021-11-28 13:28:48.670"
"18","30","CALM","57.26506","HAPPY","39.91858","Female","94.11414","false","74.851","false","99.47037","false","96.41212463378906","false","99.15087","2021-11-28 14:17:37.323"
"13","21","HAPPY","51.39141","SAD","28.149054","Male","99.999504","false","68.073524","false","97.05291","false","78.03587341308594","false","95.96104","2022-04-15 13:47:51.485"
"48","56","CALM","72.22183","SURPRISED","10.859036","Male","99.96027","false","95.21685","true","94.89165","false","91.408447265625","false","97.10029","2022-02-14 17:38:17.907"
"16","28","HAPPY","87.15013","SAD","10.2142315","Female","99.42233","true","70.25853","false","99.93794","false","99.12858581542969","false","99.86809","2021-11-28 13:45:03.302"
"12","22","SAD","56.081642","CALM","24.659756","Female","93.8126","false","98.816986","true","90.691765","false","97.24950408935547","false","99.12201","2021-11-28 14:17:00.115"
"5","15","CALM","79.8237","CONFUSED","10.655011","Female","99.974075","false","97.372665","true","99.520615","false","99.86328125","false","99.90627","2021-11-28 14:18:36.448"
"13","23","CALM","90.17125","HAPPY","4.265799","Male","84.20581","false","78.22168","false","91.53648","false","69.60127258300781","false","91.044","2021-11-28 14:18:04.240"
"26","40","CALM","56.321682","SAD","26.013296","Female","68.40092","false","93.716515","false","86.170456","false","78.93817138671875","false","90.320786","2021-11-28 13:45:25.341"
"26","40","HAPPY","97.28388","DISGUSTED","0.7459287","Female","99.10206","true","97.79416","true","99.375244","false","98.95930480957031","false","99.66345","2021-11-28 13:41:46.596"
"13","25","FEAR","39.475304","SAD","34.127403","Female","96.408585","false","89.933464","true","95.18503","false","95.20755767822266","false","98.57261","2021-12-02 13:33:33.865"
"3","9","FEAR","51.96595","HAPPY","33.201508","Male","90.12245","false","61.3387","false","99.40286","false","81.89427947998047","false","98.043144","2021-11-28 13:45:18.223"
"12","20","HAPPY","37.044395","ANGRY","18.1411","Male","98.29787","false","60.21042","false","62.850082","false","83.57791137695312","false","94.3996","2022-03-04 14:29:14.348"
"50","68","CALM","21.900171","FEAR","21.710554","Female","68.76603","false","89.869255","false","97.36804","false","87.85235595703125","false","96.95371","2021-11-28 13:41:12.973"
"25","39","HAPPY","84.81007","ANGRY","5.0706544","Female","90.23354","true","85.248764","false","98.40335","false","94.43099212646484","false","98.60614","2021-11-30 14:32:05.963"
"15","27","HAPPY","99.60224","DISGUSTED","0.14005367","Female","99.75394","true","99.64234","true","99.11491","false","99.69237518310547","false","99.870544","2021-12-28 15:40:17.515"
"26","42","HAPPY","98.692955","SURPRISED","0.61472625","Male","98.15738","true","97.23193","true","98.086395","false","85.02108001708984","false","98.55805","2021-11-28 13:41:46.596"
"40","48","HAPPY","97.40111","CALM","0.55972797","Male","99.969635","true","93.59748","true","97.11735","false","96.04266357421875","false","98.832794","2022-03-04 14:19:04.263"
"19","31","CALM","31.08599","SAD","22.623692","Female","63.43333","false","81.228134","false","61.33533","false","84.33605194091797","false","94.26509","2021-11-28 13:41:12.973"
"22","30","CONFUSED","52.67937","HAPPY","30.45575","Male","99.99636","false","63.424088","true","95.08081","false","92.72720336914062","false","98.02374","2022-04-15 13:48:28.588"
"5","15","SAD","80.48054","CALM","15.457015","Female","97.64643","false","98.892525","false","97.863846","false","97.90946960449219","false","99.41184","2021-11-28 14:17:00.115"
"50","68","CALM","61.835987","ANGRY","22.671738","Male","99.24938","false","90.502075","false","85.345634","true","72.07726287841797","false","76.42154","2021-11-28 14:06:06.490"
"12","22","HAPPY","82.530815","CALM","9.185004","Male","98.8935","true","51.955647","false","99.851036","false","84.60269165039062","false","98.65172","2021-11-28 14:29:30.126"
"14","26","SAD","77.28447","FEAR","8.906712","Female","56.905907","false","79.63994","false","97.315506","false","85.567626953125","false","96.591736","2021-11-28 14:17:30.605"
"6","16","SAD","52.39347","CALM","22.53045","Male","93.772675","false","98.12992","false","77.42669","false","60.393428802490234","false","92.3439","2021-11-28 14:17:16.587"
"37","55","CALM","69.113754","CONFUSED","22.413187","Male","99.812675","false","88.214165","true","99.22083","false","66.53288269042969","false","95.49962","2021-11-28 14:13:26.960"
"13","25","HAPPY","97.348595","ANGRY","0.6847895","Female","97.90158","true","98.5731","true","97.39251","false","99.00748443603516","false","99.65809","2021-11-28 14:18:03.594"
"12","22","CALM","45.076508","DISGUSTED","16.7391","Male","99.327286","false","96.01852","false","99.69135","false","70.93006134033203","false","96.52645","2021-11-28 14:29:30.126"
"24","34","CALM","58.786507","HAPPY","37.126446","Male","99.983444","false","73.81382","false","97.31052","true","60.64320755004883","false","95.22782","2022-05-13 13:54:40.755"
"19","31","CALM","73.67233","HAPPY","18.361277","Male","98.770905","false","77.58195","false","99.106026","false","88.65103149414062","false","99.365524","2021-11-30 14:32:11.684"
"13","25","CALM","91.034004","CONFUSED","6.175444","Male","99.67773","false","98.36915","true","99.65092","false","91.21540069580078","false","98.16687","2021-11-28 13:44:54.381"
"7","17","CALM","53.14454","SAD","31.26635","Female","99.97591","false","93.322","false","91.19908","false","81.83844757080078","false","93.76958","2022-03-04 14:29:14.348"
"13","23","CALM","85.56719","DISGUSTED","3.3906136","Female","77.14752","false","95.365944","true","97.25012","false","98.18831634521484","false","99.50562","2021-11-28 14:16:48.250"
"12","22","CALM","95.67488","SAD","3.1619523","Female","97.09656","false","99.41018","false","99.46257","false","98.92533111572266","false","99.545265","2021-11-30 14:32:11.684"
"15","27","CALM","97.83483","CONFUSED","0.5883669","Male","91.545364","false","98.08689","false","98.16395","false","82.9227294921875","false","98.22846","2021-11-30 14:32:11.684"
"12","22","SAD","93.15451","CALM","4.3622804","Female","74.0457","false","98.68589","false","90.918495","false","85.97573852539062","false","96.34846","2021-11-28 13:44:54.381"
"21","29","HAPPY","82.9865","SURPRISED","4.484452","Female","99.99724","true","55.30143","true","79.75174","false","89.5466079711914","false","96.44686","2022-04-12 13:49:53.106"
"24","38","HAPPY","77.470276","CALM","13.767733","Female","92.346176","true","65.738655","true","96.817345","false","97.5605239868164","false","99.32194","2021-11-29 13:13:54.281"
"19","27","CALM","95.83213","HAPPY","2.3151393","Female","99.99467","false","91.7629","false","99.47421","false","98.65918731689453","false","99.57849","2022-03-04 14:29:14.348"
"6","16","CALM","83.465836","SAD","8.794128","Female","99.95139","false","99.58982","false","98.740234","false","99.89388275146484","false","99.91985","2021-11-30 14:32:11.684"
"45","63","HAPPY","25.142595","SURPRISED","19.152323","Male","99.261055","false","68.25762","false","99.80274","false","62.1361083984375","false","93.35072","2021-11-30 14:32:46.941"
"14","22","SAD","78.05841","FEAR","7.4376197","Male","99.97105","false","85.3392","false","96.19309","false","84.91642761230469","false","95.458496","2022-03-04 14:25:09.609"
"32","48","HAPPY","96.29957","CONFUSED","2.8297002","Male","97.23031","true","96.3174","false","99.723114","false","92.05352020263672","false","99.55135","2021-11-28 13:41:46.596"
"13","23","CALM","98.898","HAPPY","0.68809503","Female","97.621025","false","97.59094","false","99.512085","false","98.90706634521484","false","99.66345","2021-11-28 14:29:30.126"
"14","26","CALM","70.66831","SAD","19.806908","Female","69.599556","false","96.7656","false","94.472565","false","91.39599609375","false","97.94855","2021-11-28 13:44:54.381"
"14","26","CALM","96.79515","HAPPY","1.0737813","Male","59.214287","false","96.27132","true","89.19221","false","90.46918487548828","false","97.581055","2021-11-28 13:31:42.231"
"14","26","SURPRISED","48.158573","CONFUSED","31.261147","Male","95.8949","false","99.50639","false","52.210133","false","66.00152587890625","false","93.66654","2021-11-28 14:17:37.323"
"15","27","CALM","78.14172","FEAR","12.301052","Female","97.6333","false","98.09101","false","74.386856","false","97.42025756835938","false","99.18936","2021-11-28 14:17:16.587"
"25","39","CALM","97.27206","HAPPY","1.1608535","Male","98.88242","false","96.72122","false","96.71338","false","93.07890319824219","false","99.52743","2021-11-30 14:32:11.684"
"35","51","HAPPY","84.48094","SAD","6.061633","Female","83.23213","true","65.35307","false","98.71754","false","89.00527954101562","false","97.23632","2021-11-28 13:45:25.341"
"12","22","SAD","37.302265","FEAR","29.95613","Female","94.12579","false","93.05885","false","86.510475","false","97.322509765625","false","99.22997","2021-11-28 13:45:18.223"
"23","37","CALM","37.27749","SAD","21.397009","Female","51.62293","false","91.91549","false","98.57528","false","95.62509155273438","false","99.10727","2021-11-28 13:29:59.179"
"12","22","SAD","81.15089","CALM","7.950099","Female","67.1179","false","85.69464","false","99.681755","false","93.47517395019531","false","99.0116","2021-11-28 14:29:30.126"
"42","60","ANGRY","80.477104","CALM","13.7951355","Male","96.362076","false","97.07569","false","96.873245","false","54.9405517578125","false","87.75009","2021-11-28 14:19:06.831"
"35","43","CALM","99.554634","CONFUSED","0.25453144","Male","99.999405","false","98.97189","false","97.89836","false","73.03612518310547","false","95.13801","2022-04-15 13:49:14.848"
"18","24","CALM","80.1792","SAD","13.134556","Female","59.386868","false","94.847885","false","80.01039","false","79.93883514404297","false","92.055336","2022-04-01 15:53:56.491"
"13","25","CALM","85.851234","SAD","9.784431","Female","99.91129","false","99.49596","false","99.90992","false","99.89625549316406","false","99.967094","2021-11-28 14:20:55.952"
"18","26","HAPPY","99.15175","CALM","0.39762422","Female","78.622665","true","88.443085","false","99.638916","false","96.90122985839844","false","99.2498","2022-02-14 17:38:17.907"
"23","35","HAPPY","97.55903","CALM","0.98496777","Female","93.19162","true","94.5606","true","99.40608","false","98.24931335449219","false","99.43152","2021-11-28 13:45:25.341"
"4","14","HAPPY","85.17984","SURPRISED","5.0172076","Female","97.03095","true","77.617905","false","99.41422","false","97.39288330078125","false","99.29505","2021-11-28 14:18:36.448"
"13","23","HAPPY","70.05747","CALM","22.280718","Male","88.62082","false","57.122643","true","85.727","false","84.81838989257812","false","96.68392","2021-11-28 14:17:37.323"
"10","20","SAD","92.737526","FEAR","5.985532","Female","69.61936","false","57.34396","false","73.6734","false","90.1104507446289","false","98.27034","2021-11-28 14:22:08.741"
"24","38","FEAR","47.44079","SAD","46.42672","Female","98.3175","false","93.94776","false","97.88147","false","97.58149719238281","false","99.37817","2021-12-28 15:40:01.409"
"22","34","SAD","82.169556","FEAR","12.62652","Female","83.10063","false","96.76583","false","73.502106","false","86.1949691772461","false","95.949","2021-11-28 14:17:16.587"
"14","22","SAD","65.36369","CALM","12.909169","Female","99.99131","false","93.37084","false","94.31269","false","85.0791244506836","false","94.60372","2022-04-15 13:47:51.485"
"3","11","CALM","46.74994","SAD","46.290718","Male","99.20871","false","99.26874","false","80.098366","false","67.32537841796875","false","95.19931","2021-11-28 14:17:00.115"
"16","28","CALM","95.26674","HAPPY","2.4454024","Female","95.643684","false","95.30317","false","96.1057","false","98.37570190429688","false","99.55545","2021-11-28 13:45:18.223"
"14","22","SAD","82.41626","CONFUSED","13.877975","Female","99.995804","false","80.300934","false","90.13347","false","91.95941162109375","false","96.98928","2022-03-04 14:25:09.609"
"18","30","FEAR","52.121754","SAD","28.147163","Female","98.122955","false","89.66133","true","98.28512","false","97.9926528930664","false","99.295906","2021-11-28 13:46:19.893"
"12","22","CALM","98.46752","ANGRY","0.9515979","Female","68.52358","false","99.33827","true","63.82654","false","89.03158569335938","false","96.99012","2021-11-28 14:17:37.323"
"28","44","CALM","68.64301","SURPRISED","17.559187","Male","90.020355","false","82.124275","true","72.19865","false","88.64319610595703","false","97.940384","2021-11-28 14:29:30.126"
"21","29","HAPPY","97.90156","SURPRISED","6.54292","Female","99.99658","true","91.69275","false","97.72943","false","96.06537628173828","false","98.55713","2022-05-13 13:54:28.534"
"13","21","HAPPY","99.799","SURPRISED","0.051285867","Female","99.8637","true","95.97799","false","99.725044","false","91.15794372558594","false","98.17117","2022-03-04 14:23:32.419"
"13","25","FEAR","84.307396","CALM","9.806581","Female","98.488846","false","98.25084","true","81.18757","false","97.80518341064453","false","99.33092","2021-11-28 14:24:10.464"
"26","36","HAPPY","98.51683","SURPRISED","0.327551","Female","99.99026","true","96.04643","true","95.310905","false","97.92090606689453","false","99.06422","2022-04-12 13:49:53.106"
"13","23","CALM","98.04286","SAD","0.75098395","Male","89.39205","false","99.56093","true","74.838875","false","82.17478942871094","false","96.669914","2021-11-28 14:29:30.126"
"26","42","CALM","51.595432","SAD","41.464542","Female","92.196236","false","93.09188","false","98.931496","false","95.15571594238281","false","98.324196","2021-11-28 14:23:30.170"
"15","27","CALM","88.40456","HAPPY","10.245441","Female","99.958725","false","84.55386","false","99.25176","false","99.77500915527344","false","99.941666","2021-11-30 14:32:11.684"
"20","32","HAPPY","99.44042","DISGUSTED","0.18505505","Female","99.570694","true","99.92567","false","99.90375","false","99.67012786865234","false","99.90665","2021-11-30 14:32:11.684"
"21","33","FEAR","94.65124","SAD","2.5734382","Female","99.56931","true","73.37023","false","77.417885","false","99.28140258789062","false","99.80274","2021-11-28 13:41:28.800"
"22","34","HAPPY","99.33107","DISGUSTED","0.35693473","Female","99.95322","true","99.57866","true","98.512405","false","99.82991790771484","false","99.857704","2021-11-29 13:13:20.910"
"12","20","DISGUSTED","31.666348","SAD","30.771795","Male","95.75556","false","70.14355","true","88.4516","false","86.26582336425781","false","95.107254","2022-03-04 14:29:14.348"
"11","19","SAD","97.69131","HAPPY","37.587322","Female","70.32943","true","59.121384","false","94.282074","false","68.12176513671875","false","95.931915","2022-05-13 13:54:28.534"
"12","22","HAPPY","98.70553","CALM","0.9587185","Female","99.024734","true","88.63216","false","97.73572","false","98.76220703125","false","99.69894","2021-11-28 13:28:48.670"
"9","19","CALM","66.26215","SAD","16.730652","Male","97.07558","false","98.00207","false","72.49361","false","65.55078887939453","false","93.51679","2021-11-28 13:41:28.800"
"13","21","CALM","92.20866","HAPPY","4.6018624","Male","99.68669","false","88.99493","false","98.93362","false","90.67632293701172","false","98.12302","2022-03-04 14:23:32.419"
"5","15","CALM","48.847572","SAD","22.870876","Male","98.896095","false","87.729355","false","78.60732","false","69.73651885986328","false","93.39227","2021-11-28 13:41:28.800"
"23","35","HAPPY","73.83142","CALM","19.547506","Male","98.13895","true","73.97518","true","93.16042","false","91.42444610595703","false","98.523506","2021-12-28 15:40:17.515"
"54","64","HAPPY","69.14163","CALM","14.918801","Female","99.74097","false","59.688366","false","99.61327","false","92.29290771484375","false","97.88449","2022-04-12 13:49:53.106"
"6","14","SAD","94.02908","CALM","2.55092","Male","99.79325","false","90.98103","false","92.164635","false","82.75603485107422","false","94.14701","2022-03-04 14:25:09.609"
"12","22","CALM","94.78247","SAD","3.8250322","Female","82.06539","false","98.91608","false","99.25038","false","97.0057601928711","false","99.3234","2021-11-30 14:32:11.684"
"19","31","HAPPY","99.678696","ANGRY","0.06221647","Female","98.63437","true","99.864655","false","99.32187","false","99.24960327148438","false","99.80566","2021-11-30 14:32:11.684"
"40","58","ANGRY","39.20421","DISGUSTED","31.992971","Male","98.12718","false","97.47475","false","99.56861","false","70.59090423583984","false","97.26794","2021-11-28 14:19:06.831"
"22","34","HAPPY","98.931564","CALM","0.53406256","Male","96.49419","true","94.511955","false","93.545555","false","73.57630157470703","false","95.97379","2021-11-28 14:17:37.323"
